Step,Create Contribution On-Chain,Create Contribution Off-Chain,Assign Contribution On-Chain,Assign Contribution Off-Chain,Update Coordinates On-Chain,Update Coordinates Off-Chain,Review Contribution On-Chain,Review Contribution Off-Chain,ZKP Contracts On-Chain,ZKP Contracts Off-Chain,Total Time
2642,65,0,20,0,16,1005,29,1033,166,5897,8237
2643,69,3,21,0,17,952,26,965,119,5726,7901
2644,55,0,22,0,16,959,30,949,161,5685,7881
2645,66,4,31,0,16,1130,28,971,115,5620,7984
2646,56,0,20,0,17,986,31,986,142,5462,7707
2647,103,0,23,0,17,1014,28,983,181,5648,8001
2648,67,0,20,0,14,981,27,980,140,5808,8044
2649,67,0,26,0,18,935,30,985,142,5970,8177
2650,72,0,23,0,17,1145,31,1120,160,6685,9263
2651,29,0,24,0,18,1188,31,1121,153,6268,8840
2652,60,0,23,0,17,939,28,996,105,6164,8343
2653,70,1,34,0,21,1091,30,1023,168,6064,8514
2654,53,1,21,0,15,953,33,1045,122,5822,8069
2655,70,0,23,0,20,966,32,1091,162,6181,8551
2656,80,0,28,0,22,1002,34,957,89,5863,8084
2657,84,0,22,0,20,1046,26,995,81,5729,8008
2658,76,0,24,0,16,1010,29,1210,171,5696,8238
2659,46,0,25,0,15,1097,28,1181,173,7034,9608
2660,84,0,31,0,19,1128,33,1001,167,5667,8135
2661,67,0,25,0,17,1030,32,999,165,5848,8187
2662,89,0,22,0,17,1052,31,992,149,5749,8107
2663,23,0,21,0,18,1042,33,1015,186,5730,8073
2664,70,0,24,0,24,994,33,974,163,5811,8100
2665,74,0,22,0,25,1006,30,1014,136,5805,8113
2666,54,0,21,0,17,1203,33,1084,173,5852,8443
2667,69,0,32,0,19,1083,33,1040,147,5789,8219
2668,98,1,26,0,17,1175,29,1001,172,6350,8872
2669,35,1,32,0,18,1197,33,1208,162,6808,9499
2670,75,4,25,0,20,1063,29,1079,146,5792,8235
2671,18,0,25,0,17,1022,31,996,191,6030,8334
2672,75,1,22,0,16,1075,37,1060,169,5831,8292
2673,22,0,21,0,16,1019,31,977,146,5857,8093
2674,54,1,20,0,20,1021,28,1056,164,5843,8213
2675,80,0,24,0,21,1013,30,1003,161,5933,8270
2676,18,0,24,0,16,1034,30,1005,144,5693,7969
2677,76,0,21,0,16,1069,27,974,156,6145,8494
2678,25,0,28,0,17,1269,36,1253,139,6890,9661
2679,78,0,25,0,20,1097,32,1125,158,5913,8450
2680,74,0,24,0,16,1028,31,1021,153,5915,8268
2681,80,1,28,0,20,1082,37,972,184,6049,8461
2682,78,0,24,0,19,1060,30,994,170,6032,8412
2683,63,1,27,0,17,1044,32,1027,189,6050,8454
2684,95,0,36,0,21,1073,33,976,154,5876,8271
2685,74,0,26,0,20,1082,31,1015,160,5994,8408
2686,81,0,22,0,19,1056,35,1028,132,6013,8392
2687,113,6,56,0,19,1472,40,1274,152,7243,10384
2688,80,1,26,0,20,1189,29,997,161,6341,8850
2689,82,1,22,0,16,1002,31,1025,165,5718,8067
2690,88,1,25,0,18,1135,32,1007,147,5943,8403
2691,65,0,25,0,18,1038,45,984,117,5683,7986
2692,18,0,23,0,17,1186,30,930,111,4946,7263
2693,57,0,21,0,15,857,29,841,135,4949,6907
2694,73,0,19,0,14,840,28,844,134,4731,6692
2695,71,1,19,0,14,827,28,843,136,5061,7004
2696,63,1,20,0,14,889,30,833,125,5101,7083
2697,80,0,22,0,16,998,31,1013,145,5676,7988
2698,42,6,22,0,26,1222,44,1358,113,6091,8929
2699,60,0,18,0,17,895,27,848,119,4807,6795
2700,58,0,22,0,13,854,27,842,134,4794,6749
2701,58,0,18,0,15,866,27,1069,115,4849,7023
2702,22,0,20,0,14,834,35,837,111,4736,6611
2703,79,0,26,0,15,870,28,869,137,4835,6863
2704,56,0,20,0,16,855,29,855,129,4826,6789
2705,59,0,19,0,16,978,27,876,129,4773,6879
2706,79,1,28,0,23,1217,97,1448,125,6112,9154
2707,56,0,20,0,15,908,30,890,174,5950,8048
2708,19,1,27,0,18,989,45,1004,123,5506,7736
2709,77,5,26,0,16,932,29,954,141,4820,7005
2710,68,1,18,0,22,849,27,823,123,4772,6710
2711,60,0,20,0,14,846,28,834,130,4745,6679
2712,64,0,20,0,14,843,28,849,130,4819,6769
2713,74,1,18,0,35,1021,47,1019,131,7180,9532
2714,64,0,19,0,15,851,27,840,130,4828,6780
2715,66,0,20,0,12,915,28,871,121,4837,6873
2716,58,1,18,0,16,834,26,840,168,4922,6888
2717,64,0,21,0,15,904,30,865,126,4760,6789
2718,79,0,22,0,16,992,29,932,147,5377,7600
2719,73,1,20,0,21,1001,28,980,169,5268,7568
2720,58,0,19,0,13,853,30,856,130,7429,9393
2721,58,0,23,0,18,902,26,856,142,4779,6808
2722,54,0,27,0,17,844,29,832,128,4845,6781
2723,67,0,20,0,17,844,25,876,143,4827,6824
2724,63,0,20,0,17,863,25,879,142,4745,6758
2725,63,1,20,0,25,883,27,871,135,4838,6867
2726,59,1,17,0,19,864,27,846,138,4744,6721
2727,71,0,19,0,18,844,23,857,152,5401,7397
2728,77,0,25,0,19,1195,25,970,138,5424,7882
2729,73,0,20,0,19,951,31,943,145,5689,7877
2730,76,1,23,0,19,989,28,889,127,4794,6949
2731,67,0,19,0,19,931,25,945,127,4923,7060
2732,61,0,18,0,18,859,25,860,125,5003,6974
2733,174,1,32,0,17,1332,29,1378,145,5288,8401
2734,60,0,18,0,18,843,24,849,128,4681,6626
2735,65,0,20,0,15,855,28,854,126,4680,6645
2736,60,0,26,0,95,2277,73,1858,168,7448,12010
2737,78,0,32,0,18,1017,43,1054,158,5860,8264
2738,21,1,27,0,20,1110,34,1065,159,6429,8874
2739,32,0,38,0,22,1304,33,1343,167,6710,9656
2740,77,1,26,0,25,1154,34,1231,130,6442,9125
2741,89,1,31,0,19,1170,32,1104,155,5956,8566
2742,50,0,27,0,19,979,27,983,157,5989,8240
2743,74,1,25,0,21,1068,29,1003,145,5803,8173
2744,84,0,26,0,21,1026,28,1045,163,5833,8231
2745,77,0,25,0,19,1045,35,1034,148,5870,8258
2746,73,0,22,0,22,1040,29,1051,164,6423,8829
2747,76,0,20,0,20,1067,32,1061,98,6434,8812
2748,87,1,32,0,20,1264,36,1362,163,6369,9342
2749,66,0,23,0,25,1121,32,1018,122,5732,8143
2750,81,0,21,0,17,1053,27,996,157,6021,8378
2751,86,0,27,0,23,1122,36,1088,162,6181,8728
2752,89,0,22,0,19,1017,32,1032,151,6032,8396
2753,59,0,24,0,22,1076,29,1098,136,6028,8476
2754,88,0,23,1,21,1108,26,1068,173,5910,8421
2755,87,0,23,0,19,1035,27,1023,154,6045,8418
2756,81,1,23,0,21,1116,27,1008,145,6386,8909
2757,91,1,31,0,20,1315,33,1192,136,6494,9318
2758,88,0,21,0,18,1022,29,1043,177,5835,8238
2759,82,0,26,0,23,1065,35,1010,148,5888,8283
2760,73,1,29,0,20,1047,31,1043,130,5863,8241
2761,72,0,31,0,21,1041,28,997,166,6054,8412
2762,68,4,21,0,16,1059,30,1168,161,5806,8336
2763,76,1,22,0,17,1015,33,1026,160,5924,8279
2764,87,0,22,0,21,1109,32,1013,158,5811,8260
2765,73,0,23,0,17,1070,34,1045,123,6413,8805
2766,73,0,27,0,24,1242,40,1209,159,6935,9719
2767,17,0,19,0,17,1006,30,1081,113,5817,8106
2768,33,0,20,0,23,1158,34,1071,166,6232,8744
2769,67,0,27,0,18,1050,32,1006,154,5870,8230
2770,51,0,31,0,18,1056,27,1032,172,5820,8211
2771,96,0,21,0,20,1010,31,998,163,6090,8436
2772,90,0,23,0,17,1083,38,1129,130,5948,8465
2773,71,0,25,0,18,1028,32,1165,191,5777,8319
2774,68,0,22,0,23,1027,36,1013,156,6193,8542
2775,98,1,34,0,26,1175,40,1165,156,6875,9577
2776,72,0,26,0,19,1013,30,995,149,5536,7848
2777,86,1,23,0,22,1038,35,1035,152,5977,8377
2778,87,0,22,0,18,1017,34,1051,138,5984,8357
2779,65,0,25,0,15,1075,29,1003,150,5698,8063
2780,87,0,20,0,17,999,40,1005,155,5562,7892
2781,59,0,24,0,20,1085,36,1032,148,5669,8076
2782,271,1,65,0,20,1414,39,1327,158,6548,9851
2783,29,0,21,0,18,1024,40,1022,172,6085,8418
2784,68,0,27,0,19,1189,33,1241,252,11762,14605
2785,56,0,28,0,20,1345,34,1416,154,5843,8902
2786,71,1,22,0,18,1077,30,1034,179,6143,8581
2787,93,0,25,0,22,1062,32,1028,167,5832,8268
2788,67,1,20,0,19,1034,29,1074,155,5944,8351
2789,64,0,24,0,16,1067,31,1037,180,6044,8466
2790,40,0,21,0,18,1019,31,1016,155,5978,8282
2791,75,0,22,0,18,1027,32,996,192,5972,8338
2792,61,0,22,0,19,1031,32,1073,152,6060,8455
2793,97,0,25,0,19,1366,33,1198,156,6236,9134
2794,70,0,24,0,21,1051,34,1045,151,5722,8121
2795,84,0,22,0,18,1056,33,1034,136,5687,8073
2796,73,0,24,0,13,1039,34,1197,167,5848,8398
2797,70,0,23,0,16,1024,33,997,125,5685,7980
2798,99,0,21,0,15,1033,32,1012,138,5874,8226
2799,75,0,27,0,19,1060,35,1047,162,6065,8496
2800,49,0,25,0,18,1174,33,1080,159,5822,8364
2801,74,0,22,0,20,1099,30,1030,155,5919,8352
2802,80,0,27,0,22,1168,33,1145,169,6667,9316
2803,88,0,23,0,19,1003,29,992,132,5696,7985
2804,82,0,21,0,20,995,31,1023,130,5728,8036
2805,84,0,23,0,19,1080,29,987,166,5549,7941
2806,96,0,34,0,19,1086,30,1025,97,6349,8740
2807,62,0,23,0,26,1045,29,1079,174,6680,9124
2808,71,1,25,0,21,1477,40,1863,148,6082,9734
2809,78,1,22,0,19,1069,30,1014,157,5836,8231
2810,70,0,25,0,22,1059,30,1027,158,6373,8767
2811,20,0,28,0,21,2262,39,1686,162,8394,12619
2812,89,0,37,0,18,1343,117,1129,27,5878,8649
2813,82,0,21,0,28,1119,28,1058,163,6074,8581
2814,67,0,23,0,15,1156,34,1068,138,5983,8490
2815,93,0,27,0,17,1070,32,1008,151,5868,8271
2816,84,0,24,0,17,1052,27,1026,152,5868,8257
2817,73,0,21,0,16,1059,34,1028,145,5792,8174
2818,51,0,39,0,17,1035,32,1005,148,5900,8234
2819,62,0,22,0,14,1094,25,1055,156,5984,8416
2820,84,0,27,0,17,1304,39,1297,243,7117,10132
2821,101,0,26,0,17,1225,28,1081,167,6057,8707
2822,92,0,22,0,17,1024,27,1042,144,5998,8372
2823,61,0,28,0,22,1280,40,1042,152,5951,8580
2824,13,0,21,0,16,1065,131,1018,23,5865,8157
2825,80,0,22,0,17,1143,29,1032,140,5708,8174
2826,17,0,23,0,16,1028,27,1081,141,5905,8243
2827,62,1,22,0,17,1043,46,1005,155,5923,8280
2828,90,1,23,0,18,1131,29,1022,151,6068,8537
2829,23,0,29,0,20,1309,32,1520,172,6705,9816
2830,61,0,25,0,17,1042,30,1004,190,6007,8381
2831,73,0,21,0,21,1043,32,1021,147,5998,8359
2832,72,6,25,0,18,1101,29,1023,170,5791,8241
2833,88,0,24,0,19,1080,27,1056,166,5835,8299
2834,92,0,21,0,16,1008,26,1037,133,5964,8302
2835,72,0,26,0,20,1067,34,1073,157,5834,8287
2836,86,0,23,0,18,1078,31,1019,167,5979,8406
2837,79,0,28,0,21,1650,32,1266,147,6027,9254
2838,105,0,22,0,20,1356,40,1250,170,6598,9567
2839,83,4,27,0,18,1030,26,1051,159,5752,8153
2840,57,0,21,0,18,1104,29,1009,175,5706,8121
2841,90,0,23,0,23,1067,29,1052,154,5667,8109
2842,75,0,22,0,16,1080,28,1050,157,5848,8284
2843,78,0,21,0,16,1052,31,1049,154,5978,8390
2844,66,0,25,0,16,1066,32,1026,216,6018,8468
2845,72,0,23,0,17,1057,30,1012,168,6157,8540
2846,63,0,23,0,16,1085,27,1014,164,5837,8234
2847,62,0,24,0,20,1225,44,1223,169,6845,9618
2848,82,0,30,0,18,1276,41,1349,101,6590,9495
2849,75,0,23,0,16,1024,29,1051,167,5731,8119
2850,92,0,22,0,15,1090,27,1059,168,6139,8617
2851,73,0,28,0,20,1126,26,1060,150,5706,8191
2852,24,1,22,0,15,1079,28,1070,150,5996,8391
2853,89,0,26,0,18,1229,29,1040,176,5999,8610
2854,68,0,29,0,19,1016,33,1019,158,5936,8283
2855,57,3,27,0,19,1299,34,1056,166,5999,8663
2856,99,0,25,0,24,1207,31,1262,136,6974,9761
2857,74,1,22,0,18,1100,27,1007,154,5708,8113
2858,89,0,39,0,16,1051,27,1057,125,5938,8346
2859,83,1,22,0,18,1112,27,1062,156,5684,8169
2860,94,0,24,0,17,1164,29,1016,85,6727,9163
2861,23,0,26,0,17,1382,38,1375,74,7977,10918
2862,28,0,28,0,19,1258,32,1045,126,5782,8325
2863,84,0,29,0,18,1039,36,1036,147,5785,8181
2864,96,0,26,0,15,1092,33,1010,166,5841,8285
2865,35,0,36,0,21,1272,37,1452,142,7952,10953
2866,83,0,21,0,18,1045,43,1205,155,7559,10137
2867,80,0,23,0,19,1111,31,1026,166,5848,8311
2868,134,0,22,0,18,1140,33,1078,94,5899,8426
2869,60,1,32,0,20,1039,32,1184,150,5865,8390
2870,79,0,22,0,19,1101,31,1056,150,8071,10534
2871,79,0,22,0,16,1128,46,1026,154,6272,8748
2872,79,0,22,0,18,1084,48,1016,151,7358,9779
2873,98,0,24,0,20,1405,59,1242,140,7975,10968
2874,100,0,29,0,21,1237,37,1306,140,6579,9451
2875,24,0,22,0,19,1083,31,1095,161,5963,8403
2876,51,0,27,0,25,2188,58,1285,139,7657,11435
2877,86,0,25,0,15,946,27,910,101,4847,6961
2878,71,0,19,0,14,883,28,913,120,4856,6908
2879,59,1,18,0,19,903,27,896,127,4804,6856
2880,31,0,19,0,13,902,29,915,152,4888,6954
2881,16,0,19,0,13,920,32,899,112,4913,6929
2882,39,0,20,0,14,888,30,912,121,5595,7624
2883,80,0,24,0,17,1059,32,1101,153,5642,8111
2884,60,0,21,0,14,883,28,896,126,4907,6937
2885,66,1,21,0,14,901,27,903,129,4845,6913
2886,50,0,18,0,14,888,26,893,162,4890,6943
2887,65,0,20,0,15,908,27,900,132,4792,6864
2888,71,1,21,0,13,894,28,927,127,4874,6962
2889,62,0,19,0,16,894,27,895,136,4897,6950
2890,67,0,20,0,18,902,29,901,134,4883,6956
2891,75,0,22,0,14,1058,31,983,145,5502,7833
2892,66,0,20,0,16,887,27,875,131,4861,6886
2893,17,0,19,0,18,942,28,1015,28,6142,8214
2894,57,0,28,0,16,925,26,899,140,4816,6912
2895,56,0,18,0,13,920,27,874,135,4883,6927
2896,40,0,19,0,15,933,27,905,71,4913,6928
2897,19,0,24,0,15,926,31,924,124,5000,7068
2898,13,0,18,0,20,915,111,916,21,4757,6776
2899,54,0,18,0,13,899,27,892,36,4935,6880
2900,55,0,20,0,15,902,25,915,132,4871,6941
2901,71,0,19,0,17,913,24,918,110,5027,7102
2902,73,0,18,0,16,897,24,905,117,4820,6872
2903,75,1,18,0,15,917,24,930,66,5106,7154
2904,62,0,20,0,22,929,32,975,151,5768,7964
2905,83,1,24,0,19,921,24,897,104,4870,6951
2906,76,0,21,0,15,909,23,903,133,4882,6971
2907,76,0,17,0,15,899,23,907,113,4955,7009
2908,14,0,20,0,16,922,64,926,24,4883,6870
2909,65,0,19,0,18,910,26,905,124,4941,7012
2910,63,0,30,0,20,885,23,895,139,4880,6940
2911,79,0,20,0,18,898,23,917,109,4878,6945
2912,72,0,24,0,18,899,23,897,137,4840,6914
2913,24,4,62,0,13,941,34,930,146,4873,7032
2914,51,0,19,0,21,921,28,912,63,4942,6962
2915,74,1,19,0,18,929,25,975,145,5613,7802
2916,59,0,22,0,20,945,27,931,107,4904,7021
2917,75,0,19,0,15,967,23,909,103,4854,6971
2918,55,0,21,0,16,907,22,905,132,4821,6886
2919,73,0,18,0,16,906,24,901,118,4819,6881
2920,65,0,17,0,16,927,24,918,132,4947,7050
2921,61,1,20,0,16,950,25,947,128,4992,7144
2922,70,0,18,0,15,926,24,909,122,4919,7007
2923,46,0,19,0,19,915,22,897,69,4897,6888
2924,49,1,21,0,15,903,22,883,140,4864,6903
2925,63,0,18,0,16,928,23,910,145,4894,7002
2926,59,0,19,0,15,917,24,1001,151,5685,7876
2927,65,0,21,0,17,960,25,922,131,4921,7066
2928,69,0,18,0,16,923,26,909,130,4895,6988
2929,58,1,25,0,15,912,23,914,122,4959,7034
2930,16,0,19,0,17,918,23,882,113,4962,6955
2931,70,0,19,0,15,928,23,926,132,4919,7035
2932,75,0,21,0,16,951,22,931,31,5042,7092
2933,72,0,20,0,16,912,24,929,126,5000,7104
2934,65,0,20,0,17,919,25,910,132,5001,7092
2935,54,0,18,0,16,916,28,894,115,4836,6882
2936,61,0,19,0,17,906,28,934,121,4816,6906
2937,49,0,18,0,17,929,26,926,151,5268,7391
2938,56,1,20,0,19,939,25,926,126,4900,7013
2939,65,1,21,0,16,913,26,882,133,4844,6905
2940,57,0,19,0,17,937,24,923,125,4875,6981
2941,15,2,18,0,18,909,27,906,124,4868,6889
2942,59,0,18,0,16,910,28,917,118,5228,7298
2943,49,0,17,0,20,927,26,929,100,6178,8248
2944,56,0,19,0,15,954,34,923,128,5057,7194
2945,74,0,18,0,18,952,27,935,137,5065,7228
2946,60,0,18,0,15,962,33,939,112,5061,7211
2947,62,2,19,0,18,979,28,952,134,5080,7279
2948,53,0,20,0,18,969,30,1017,86,5821,8021
2949,59,0,21,0,19,949,34,954,122,5132,7297
2950,64,0,18,0,16,986,36,929,124,5305,7481
2951,56,0,24,0,16,955,30,941,126,5038,7193
2952,66,0,20,0,19,978,27,972,145,5074,7309
2953,75,0,20,0,19,964,32,942,126,5025,7208
2954,62,0,18,0,15,968,32,940,125,5236,7401
2955,61,0,20,0,18,968,30,961,138,5797,7997
2956,62,0,18,0,19,989,38,952,164,5707,7955
2957,74,0,24,0,15,951,28,1022,124,5236,7477
2958,76,0,18,0,18,1042,37,1067,148,6290,8705
2959,19,0,19,0,16,992,32,924,71,5078,7158
2960,49,0,28,0,18,955,36,963,138,5021,7213
2961,65,0,20,0,18,981,58,1340,125,5124,7736
2962,64,0,18,0,14,966,30,941,64,5110,7212
2963,69,0,19,0,19,965,28,961,133,5057,7255
2964,78,0,19,0,18,996,29,951,55,5226,7378
2965,70,0,18,0,19,945,27,935,130,5112,7262
2966,82,0,20,0,16,992,32,962,131,4996,7236
2967,58,0,18,0,17,970,29,965,146,5178,7385
2968,98,0,22,0,21,960,29,952,59,5706,7850
2969,20,0,22,0,20,1276,28,1220,136,5273,7999
2970,15,2,19,0,16,981,26,974,132,5103,7270
2971,83,0,19,0,15,971,41,942,129,5055,7259
2972,64,0,24,0,14,970,29,948,119,5145,7316
2973,52,4,18,0,19,995,35,939,110,5061,7233
2974,71,0,19,0,15,976,29,972,147,5081,7313
2975,59,1,19,0,19,956,30,952,120,5205,7367
2976,86,0,19,0,17,981,33,955,151,5096,7340
2977,59,1,18,0,15,974,28,969,116,5079,7262
2978,57,1,20,0,20,965,37,966,140,5110,7321
2979,91,0,21,0,17,1135,32,1169,61,6252,8782
2980,55,0,22,0,15,1031,30,1181,147,5386,7871
2981,48,0,20,0,17,1006,26,995,145,5390,7651
2982,60,1,19,0,15,973,30,970,128,5130,7330
2983,17,0,19,0,17,1002,30,997,143,6431,8664
2984,88,0,22,0,17,1061,30,992,147,5105,7466
2985,61,0,18,0,16,954,35,950,139,5184,7363
2986,70,0,20,0,17,976,29,975,135,5100,7329
2987,61,0,22,0,13,966,31,979,129,5207,7415
2988,68,0,21,0,15,971,29,977,111,5208,7405
2989,76,1,22,0,27,1145,37,1257,114,6273,8960
2990,67,1,18,0,15,997,27,979,58,5212,7376
2991,80,0,20,0,16,1006,24,969,118,5071,7310
2992,53,0,21,0,17,1002,27,983,144,5261,7513
2993,71,0,21,0,15,993,27,1034,130,5203,7499
2994,55,0,20,0,16,977,32,951,177,5110,7341
2995,69,1,22,0,17,1033,24,959,113,5255,7496
2996,65,0,20,0,17,1088,30,965,92,5259,7538
2997,85,0,20,0,14,1012,26,1024,161,5187,7531
2998,78,0,18,0,16,962,32,948,132,5182,7373
2999,62,0,21,0,15,1010,26,1092,156,6432,8818
3000,74,1,21,0,14,1059,26,1022,120,5288,7628
3001,36,3,29,0,18,1024,25,1004,141,5094,7393
3002,63,1,26,0,16,1019,26,999,99,5196,7446
3003,67,0,19,0,15,1113,26,1015,141,5386,7786
3004,77,0,18,0,17,1013,24,996,144,5326,7618
3005,18,0,19,0,15,1026,26,963,110,5148,7328
3006,63,0,23,0,14,1156,102,1031,33,5761,8188
3007,80,0,19,0,16,1029,27,1025,150,5302,7655
3008,60,0,19,0,17,1034,23,990,134,5298,7579
3009,81,0,20,0,20,1108,26,1097,156,6251,8762
3010,95,0,22,0,18,1084,26,1009,156,5238,7651
3011,75,0,19,0,20,1096,31,1080,116,5327,7767
3012,72,1,19,0,31,1182,26,1099,144,5309,7887
3013,18,0,19,0,16,1020,27,1016,145,5366,7632
3014,65,0,21,0,15,1035,25,1011,98,5244,7518
3015,56,0,19,0,21,1004,27,1000,137,5974,8241
3016,84,0,18,0,17,1025,26,1006,248,7089,9518
3017,90,0,23,0,17,1090,24,1006,124,5647,8026
3018,71,0,18,0,17,1016,25,1006,142,5492,7791
3019,68,0,33,0,19,1379,33,1238,151,5740,8668
3020,49,0,19,0,18,1029,24,1016,156,5450,7765
3021,63,0,20,0,17,1022,24,1074,131,5309,7664
3022,71,0,19,0,16,1025,25,995,56,5443,7655
3023,53,0,21,0,16,1023,23,982,26,5294,7444
3024,82,0,20,0,16,1034,24,1019,55,5486,7740
3025,77,0,22,0,17,1041,25,1043,61,5377,7665
3026,16,0,21,0,16,1017,24,1021,55,5622,7795
3027,22,0,19,0,16,1031,130,1045,24,5374,7668
3028,57,0,32,0,29,1013,29,980,60,5678,7883
3029,61,0,25,0,22,1290,54,1323,58,6054,8890
3030,80,0,21,0,16,1077,27,992,51,5320,7587
3031,78,0,18,0,17,1071,26,1025,48,5478,7767
3032,61,1,18,0,16,1032,23,996,28,5489,7670
3033,61,0,20,0,14,1054,25,1078,59,5497,7810
3034,68,0,21,0,15,1096,25,1056,47,5492,7827
3035,19,1,21,0,14,1068,27,1041,59,5457,7712
3036,52,2,26,0,14,1115,25,1078,49,5673,8041
3037,83,0,20,0,16,1067,24,1043,24,5524,7807
3038,87,0,18,0,17,1048,23,1007,34,6568,8809
3039,28,0,26,0,15,1276,26,1134,35,5444,7990
3040,61,0,18,0,14,1006,33,1012,30,5477,7658
3041,17,0,20,0,14,1024,27,1016,30,5565,7714
3042,55,0,23,0,16,1017,27,1016,29,5605,7794
3043,74,0,24,0,15,1130,27,1045,41,5536,7898
3044,62,4,20,0,14,1055,24,1014,44,5482,7722
3045,65,0,23,0,16,1015,30,1007,40,5642,7848
3046,66,0,19,0,15,1053,35,1000,24,6157,8372
3047,60,0,20,0,17,1052,39,1071,41,5630,7935
3048,88,0,40,0,17,1204,38,1258,39,6937,9628
3049,78,0,23,0,15,1090,34,1020,27,5636,7927
3050,77,0,28,0,13,1079,34,1047,52,6848,9184
3051,21,2,19,0,14,1006,27,975,27,5295,7390
3052,57,0,19,0,16,1002,26,977,26,5065,7194
3053,64,0,21,0,16,978,25,942,24,5108,7180
3054,70,0,24,0,14,1023,35,972,30,5156,7329
3055,70,0,34,0,14,1012,28,1055,27,5169,7413
3056,63,0,21,0,14,986,26,951,26,5156,7249
3057,55,0,30,0,15,1002,28,973,26,5123,7257
3058,62,0,21,0,21,1069,32,1092,26,6401,8730
3059,62,0,20,0,14,970,31,936,25,5200,7260
3060,52,1,20,0,14,960,28,953,27,5093,7150
3061,18,0,34,0,17,952,27,952,29,5576,7610
3062,60,0,20,0,17,1008,27,968,29,5211,7343
3063,69,1,20,0,15,1009,27,964,34,5194,7340
3064,66,0,20,0,18,1055,26,933,74,5054,7250
3065,47,0,19,0,14,990,31,984,26,5065,7178
3066,67,0,44,0,19,1013,28,989,27,5285,7477
3067,86,0,19,0,17,968,26,989,27,5423,7560
3068,64,0,20,0,15,1012,30,979,38,6030,8194
3069,20,0,22,0,17,1171,30,1059,30,5215,7567
3070,49,1,22,0,15,974,28,930,36,5108,7166
3071,81,0,22,0,19,994,26,968,27,5193,7332
3072,75,1,20,0,15,1004,26,959,30,5209,7343
3073,57,0,23,0,13,995,30,981,28,5166,7300
3074,64,0,19,0,33,987,35,1000,27,6181,8354
3075,66,0,21,0,13,1017,26,936,29,5070,7184
3076,54,0,19,0,14,970,111,922,23,4923,7042
3077,84,0,19,0,15,984,107,937,21,4982,7154
3078,73,0,20,0,19,945,25,994,28,5388,7498
3079,37,0,33,0,21,1266,30,1199,35,5601,8225
3080,82,0,19,0,17,969,24,948,26,5091,7178
3081,56,0,18,0,17,987,25,970,31,5127,7237
3082,22,0,19,0,15,998,25,958,29,5123,7197
3083,61,0,19,0,17,977,24,978,23,5136,7240
3084,80,0,21,0,17,1025,24,970,25,5103,7270
3085,68,0,20,0,17,1007,22,982,29,5277,7427
3086,82,0,21,0,17,1035,28,983,36,5084,7288
3087,68,0,18,0,16,987,27,950,26,5076,7172
3088,57,0,20,0,17,977,26,955,31,5014,7103
3089,68,0,19,0,17,1002,24,1020,40,6455,8650
3090,83,0,32,0,21,1032,30,942,28,5510,7685
3091,73,0,19,0,16,961,30,951,29,5125,7209
3092,59,0,18,0,17,1009,25,1007,30,5276,7447
3093,65,0,19,0,17,996,23,940,35,5132,7231
3094,29,0,21,0,16,950,34,924,28,5184,7193
3095,50,0,20,0,17,986,24,931,30,5134,7199
3096,67,0,19,0,17,1009,26,968,26,5076,7209
3097,53,1,20,0,17,965,24,968,60,5079,7193
3098,63,0,23,0,17,998,24,956,29,5189,7303
3099,59,0,18,0,17,1005,25,935,30,5610,7707
3100,64,1,27,0,24,1276,30,1193,32,5575,8229
3101,59,0,18,0,22,1016,23,976,25,5091,7237
3102,69,0,18,0,21,973,23,957,24,5188,7276
3103,58,1,19,0,20,1004,24,1012,27,5186,7354
3104,56,0,19,0,20,1041,28,1020,27,5187,7404
3105,65,0,20,0,17,1000,25,950,29,5112,7224
3106,75,0,21,0,21,1000,25,971,28,5479,7622
3107,70,0,21,0,17,1016,24,1006,29,5175,7362
3108,56,0,21,0,20,1004,23,969,27,5155,7279
3109,41,0,23,0,16,985,25,972,26,5137,7231
3110,76,1,18,0,23,1178,28,1239,28,6205,8804
3111,66,0,19,0,17,999,23,1001,28,5130,7287
3112,53,0,21,0,17,975,24,967,31,5075,7167
3113,66,0,19,0,16,973,23,971,25,5266,7363
3114,64,1,21,0,20,1025,25,1002,26,5295,7482
3115,70,0,20,0,16,989,28,947,24,5230,7327
3116,82,0,20,0,17,1006,30,967,27,5190,7343
3117,61,0,20,0,15,998,28,982,32,6701,8842
3118,62,0,23,0,15,1120,28,1023,28,5477,7781
3119,68,1,19,0,16,1015,28,964,26,5105,7249
3120,64,0,19,0,17,1069,47,1239,30,6452,8944
3121,54,0,19,0,15,997,26,942,25,5185,7269
3122,74,0,20,0,14,1006,28,977,37,5159,7320
3123,60,1,20,0,16,996,26,945,28,5168,7266
3124,65,0,20,0,16,1031,29,957,26,5272,7421
3125,40,0,19,0,19,970,29,1007,24,5185,7295
3126,71,0,22,0,21,1008,26,987,25,5026,7190
3127,69,0,18,0,17,961,28,966,27,5208,7301
3128,62,1,24,0,18,1068,29,968,27,5284,7486
3129,73,0,19,0,15,1008,27,982,25,5113,7269
3130,44,0,19,0,16,1003,26,963,36,6113,8223
3131,92,0,25,0,19,1261,30,1262,26,5239,7957
3132,67,1,24,0,15,1032,25,1001,26,5309,7506
3133,49,0,24,0,16,1043,30,1017,30,5284,7497
3134,55,0,19,0,18,1014,29,961,25,5361,7486
