Step,Create Contribution On-Chain,Create Contribution Off-Chain,Assign Contribution On-Chain,Assign Contribution Off-Chain,Update Coordinates On-Chain,Update Coordinates Off-Chain,Review Contribution On-Chain,Review Contribution Off-Chain,ZKP Contracts On-Chain,ZKP Contracts Off-Chain,Total Time
1682,103,0,35,0,20,917,45,945,34,10684,12791
1683,286,0,41,0,42,1124,36,1220,208,7074,10041
1684,96,0,34,0,27,1219,118,2426,38,14055,18022
1685,21,1,35,0,29,803,75,1766,36,16526,19326
1686,27,0,53,0,286,2216,931,3580,31,10402,17562
1687,159,0,34,0,22,1221,95,949,29,7031,9562
1688,22,0,29,0,17,711,46,786,267,6215,8101
1689,66,0,24,0,18,733,61,1177,64,11128,13280
1690,30,0,27,0,32,1631,187,1073,80,19723,22798
1691,34,0,52,0,20,1126,41,799,77,7442,9605
1692,116,1,36,0,18,723,32,618,161,9731,11443
1693,199,0,57,0,23,1327,68,1108,146,7802,10743
1694,78,0,24,0,18,677,87,1019,26,8977,10912
1695,87,0,24,0,42,1136,38,1027,30,6054,8442
1696,79,0,44,0,21,908,36,787,27,5631,7542
1697,121,0,54,0,22,1301,47,1433,72,11720,14778
1698,154,0,49,0,38,2618,237,1449,224,12799,17700
1699,187,0,36,0,33,1286,49,1091,37,18697,21421
1700,35,0,77,0,73,1832,92,993,38,9963,13116
1701,81,0,21,0,20,657,49,612,26,5123,6596
1702,76,0,23,0,20,701,47,910,37,10531,12350
1703,67,0,38,0,22,854,55,964,33,9073,11113
1704,82,0,33,0,25,908,36,725,30,7800,9640
1705,148,2,51,0,101,1767,97,1599,84,16408,20268
1706,21,0,68,0,20,1099,90,752,203,8439,10698
1707,67,0,23,0,15,563,36,567,30,4842,6152
1708,81,0,19,0,17,603,40,582,36,9890,11271
1709,69,0,21,0,28,667,34,675,60,6013,7573
1710,93,0,27,0,23,718,32,714,40,5303,6955
1711,69,0,26,0,18,677,34,669,36,5498,7034
1712,67,0,22,0,20,635,28,627,31,4603,6039
1713,69,0,22,0,18,764,32,600,26,4843,6377
1714,76,0,20,0,18,617,31,617,32,4663,6081
1715,71,0,22,0,18,630,34,849,28,4856,6517
1716,76,0,20,0,17,623,45,601,33,4678,6099
1717,22,0,27,0,22,625,31,620,32,4675,6063
1718,80,1,22,0,21,652,30,611,41,4690,6154
1719,73,0,22,0,19,637,29,608,42,5339,6772
1720,90,0,24,0,17,665,32,600,27,4762,6223
1721,76,0,22,0,21,1173,38,964,63,6615,8978
1722,84,0,51,0,19,779,36,775,30,5036,6820
1723,67,0,20,0,17,603,34,613,32,4742,6135
1724,75,0,22,0,20,628,30,600,32,4688,6098
1725,65,0,23,0,21,627,34,602,33,4834,6243
1726,68,1,24,0,17,786,28,618,34,4641,6221
1727,21,0,21,0,22,634,30,609,34,4717,6093
1728,76,0,25,0,18,666,36,609,29,4701,6164
1729,26,0,23,0,19,714,30,626,55,5031,6527
1730,71,0,25,0,16,677,32,617,41,4996,6482
1731,69,0,22,0,17,638,34,584,35,5009,6413
1732,99,0,24,0,29,817,34,610,28,4743,6389
1733,61,0,22,0,17,633,35,605,36,5563,6977
1734,94,1,27,0,20,721,34,793,28,5310,7033
1735,94,0,20,0,16,595,30,614,36,4736,6145
1736,83,0,22,0,15,656,30,616,29,4747,6202
1737,107,1,29,0,16,649,30,621,28,4684,6167
1738,77,0,25,0,18,642,26,624,49,4634,6097
1739,61,0,21,0,16,592,29,602,29,4709,6061
1740,82,1,23,0,15,666,31,757,30,5014,6624
1741,67,0,22,0,16,606,29,607,34,4619,6006
1742,69,0,21,0,16,858,32,641,27,4693,6360
1743,77,0,21,0,15,595,28,618,30,5171,6559
1744,92,0,23,0,17,648,36,734,32,4663,6247
1745,74,0,21,0,20,607,33,620,24,4636,6040
1746,24,0,27,0,18,759,35,760,40,6270,7938
1747,110,0,23,0,17,653,31,641,29,5345,6856
1748,295,0,153,0,21,1418,29,648,22,4504,7096
1749,70,0,20,0,16,597,26,654,28,4591,6006
1750,28,0,19,0,20,648,27,600,23,4481,5849
1751,71,0,21,0,16,579,26,596,28,5146,6486
1752,92,0,23,0,17,885,28,718,28,4507,6301
1753,65,1,18,0,16,573,22,542,23,4270,5537
1754,79,0,22,0,14,610,28,641,22,4642,6062
1755,66,1,22,0,16,597,24,551,22,4392,5694
1756,62,0,20,0,15,585,24,621,23,4490,5843
1757,80,0,23,0,18,604,28,585,34,5129,6503
1758,19,0,21,0,21,725,27,802,36,4880,6536
1759,99,0,36,0,17,714,34,745,29,5108,6793
1760,57,0,24,0,15,582,32,547,28,4399,5687
1761,66,0,19,0,18,599,27,576,32,4398,5735
1762,65,0,19,0,17,602,35,575,25,4520,5864
1763,69,0,22,0,17,606,27,589,22,4304,5659
1764,67,0,22,0,17,609,23,579,25,4591,5937
1765,75,0,19,0,13,607,27,566,29,4371,5711
1766,57,1,22,0,13,578,23,562,25,4295,5578
1767,72,0,23,0,19,590,35,600,23,4468,5834
1768,61,7,21,0,15,577,24,546,26,4267,5547
1769,81,1,22,0,15,566,25,572,25,5392,6702
1770,94,0,25,0,18,685,29,654,24,5028,6559
1771,15,0,21,0,15,581,24,589,31,4429,5709
1772,107,0,25,0,19,730,29,763,33,5411,7120
1773,70,1,20,0,15,636,28,606,29,4396,5804
1774,68,0,21,0,15,597,24,593,25,4406,5751
1775,65,0,22,0,14,625,25,598,30,4395,5776
1776,73,0,21,0,21,813,25,588,24,4486,6054
1777,60,0,21,0,15,576,24,583,27,4315,5626
1778,93,0,24,0,14,607,28,577,31,4444,5823
1779,69,1,19,0,16,607,36,613,39,5666,7072
1780,39,0,35,0,16,876,27,635,24,4417,6074
1781,72,0,23,0,15,590,23,579,52,8523,9881
1782,92,0,31,0,16,658,28,643,39,5729,7249
1783,20,0,31,0,16,732,36,669,42,5763,7314
1784,53,1,110,0,27,1218,138,860,63,7187,9671
1785,81,0,26,0,17,683,28,710,31,4849,6432
1786,76,0,23,0,16,613,25,578,37,4459,5833
1787,17,0,31,0,15,751,35,649,35,4689,6224
1788,77,0,19,0,14,615,25,596,29,4533,5912
1789,57,0,21,0,16,625,28,622,26,4622,6018
1790,89,0,21,0,15,682,63,710,22,4919,6526
1791,78,1,20,0,22,611,25,624,35,4874,6295
1792,67,0,21,0,26,749,32,658,21,5396,6977
1793,88,0,23,0,13,593,30,659,22,4753,6185
1794,78,0,19,0,14,593,28,585,28,4433,5781
1795,80,0,20,0,15,635,26,604,38,4835,6259
1796,52,0,25,0,20,770,36,1026,23,5505,7464
1797,27,0,19,0,14,586,28,592,152,10266,11689
1798,84,0,20,0,15,653,28,846,21,5006,6677
1799,84,0,19,0,15,666,30,694,29,4732,6274
1800,21,0,22,0,18,838,29,1633,194,5757,8518
1801,89,0,22,0,19,744,49,767,23,5097,6818
1802,80,1,24,0,14,699,32,683,25,4990,6554
1803,83,0,19,0,19,657,30,619,24,4498,5952
1804,51,0,21,0,15,616,30,614,23,4705,6079
1805,18,0,18,0,15,618,55,622,164,5666,7182
1806,63,0,22,0,16,609,25,615,27,5084,6464
1807,66,0,28,0,24,816,35,747,26,5314,7066
1808,70,0,23,0,14,605,34,569,24,4592,5937
1809,59,0,48,0,13,722,110,700,36,7863,9568
1810,74,0,82,0,119,1361,39,1236,25,6357,9304
1811,93,0,23,0,20,860,34,795,33,6085,7947
1812,84,1,26,0,18,760,37,845,31,5132,6937
1813,72,0,20,0,17,640,30,673,35,6472,7962
1814,13,0,18,0,18,641,31,648,29,5895,7298
1815,56,0,20,0,15,658,34,615,31,4769,6203
1816,68,0,22,0,16,655,39,611,28,4457,5900
1817,80,0,21,0,16,606,27,610,27,5718,7107
1818,18,0,21,0,20,749,44,756,29,4881,6521
1819,72,1,21,0,15,602,31,586,27,4471,5832
1820,72,0,23,0,16,640,30,597,31,4684,6094
1821,79,0,20,0,17,624,29,608,128,4781,6288
1822,65,0,20,0,15,613,27,594,24,4445,5804
1823,72,0,19,0,13,595,34,621,23,4414,5793
1824,69,0,20,0,21,825,33,766,26,4790,6555
1825,71,1,22,0,15,614,30,639,26,4666,6087
1826,95,0,21,0,17,631,25,624,27,4402,5847
1827,73,1,21,0,19,647,37,617,26,4507,5950
1828,87,0,20,0,18,661,23,602,32,4565,6014
1829,24,0,19,0,15,616,24,612,28,4490,5834
1830,77,1,20,0,20,663,27,798,44,5703,7359
1831,81,0,44,0,46,700,45,670,32,4738,6365
1832,68,1,21,0,19,659,30,802,32,5456,7098
1833,63,1,20,0,16,591,27,605,28,4556,5911
1834,80,0,24,0,14,645,23,612,29,4454,5883
1835,74,0,23,0,18,619,26,614,27,4519,5923
1836,63,0,18,0,18,594,25,614,28,4594,5960
1837,72,0,22,0,17,617,24,602,29,4541,5930
1838,15,1,19,0,16,636,25,575,30,5246,6568
1839,72,0,19,0,21,1095,27,987,277,7537,10046
1840,236,0,48,0,112,820,26,677,32,4596,6551
1841,55,0,20,0,17,615,23,579,29,5507,6850
1842,20,0,24,0,31,1023,31,887,46,6441,8507
1843,92,1,25,0,282,886,137,965,26,5605,8030
1844,129,0,39,0,17,704,23,675,32,5330,6955
1845,142,0,34,0,17,732,24,706,413,9238,11310
1846,76,0,22,0,23,821,25,856,31,5936,7794
1847,81,0,29,0,24,710,26,647,33,6249,7802
1848,108,1,39,0,32,1061,29,978,26,5750,8028
1849,70,2,60,0,27,814,39,953,37,6235,8241
1850,84,0,20,0,22,697,26,880,30,6185,7949
1851,17,0,24,0,20,767,25,674,192,12739,14464
1852,84,0,38,0,25,897,74,869,37,5975,8003
1853,64,1,30,0,19,689,31,648,25,4683,6198
1854,83,0,21,0,30,942,41,880,37,6423,8462
1855,81,0,22,0,22,871,140,1083,29,5829,8083
1856,18,0,25,0,22,816,55,904,31,5502,7376
1857,19,0,20,0,20,714,32,912,26,4964,6712
1858,69,0,27,0,17,639,35,624,26,4512,5953
1859,86,1,21,0,16,633,24,626,28,5042,6480
1860,31,0,22,0,14,637,26,612,29,6960,8332
1861,84,0,23,0,126,743,32,750,123,5930,7814
1862,73,0,24,0,20,837,35,835,26,5711,7572
1863,61,1,21,0,23,673,26,643,29,4655,6135
1864,76,0,22,0,16,689,34,650,29,4710,6233
1865,70,1,62,0,20,883,25,693,36,6949,8744
1866,69,0,22,0,22,682,27,631,26,4655,6140
1867,71,0,20,0,18,683,26,651,30,4647,6155
1868,72,0,24,0,25,680,26,645,41,4527,6044
1869,55,0,76,0,17,686,29,654,27,4699,6250
1870,59,0,24,0,17,661,28,647,26,4602,6068
1871,32,0,24,0,18,663,31,647,47,4490,5956
1872,68,0,22,0,15,629,24,605,34,4575,5975
1873,67,0,20,0,17,644,28,626,26,4472,5905
1874,84,1,21,0,22,723,50,1041,33,7277,9260
1875,82,0,23,0,28,752,30,742,35,6090,7791
1876,90,0,23,0,19,731,31,703,26,5110,6739
1877,72,0,20,0,20,669,33,673,27,4759,6278
1878,26,0,19,0,16,631,33,622,25,4588,5967
1879,66,1,20,0,18,612,32,624,24,4600,6004
1880,66,0,19,0,16,633,29,632,26,4445,5874
1881,71,0,21,0,18,650,32,634,28,4517,5975
1882,70,0,23,0,17,680,28,623,28,4570,6043
1883,65,0,22,0,23,617,27,619,88,4974,6441
1884,80,0,20,0,21,665,31,680,29,6861,8398
1885,19,0,26,0,17,710,29,668,29,4821,6325
1886,80,0,22,0,21,841,60,776,33,5814,7651
1887,70,0,26,0,17,655,28,732,25,4466,6025
1888,85,0,25,0,14,652,27,803,29,4647,6287
1889,71,0,17,0,19,639,30,635,25,4420,5866
1890,68,1,22,0,16,643,25,641,26,4559,6006
1891,68,0,22,0,18,638,29,637,26,4427,5869
1892,36,0,19,0,16,633,30,665,29,4584,6018
1893,68,0,22,0,19,683,29,665,32,4743,6266
1894,68,1,22,0,25,665,35,620,29,4814,6285
1895,67,0,21,0,15,800,28,629,27,4571,6162
1896,72,0,20,0,19,638,29,627,28,4572,6009
1897,67,0,22,0,19,672,28,620,22,4592,6046
1898,20,0,22,0,19,639,27,636,29,5241,6638
1899,88,0,21,0,24,833,32,837,30,5107,6974
1900,69,0,19,0,14,636,29,637,29,4701,6136
1901,66,1,19,0,18,662,27,622,25,4692,6137
1902,63,0,19,0,15,631,27,621,25,4771,6178
1903,74,0,21,0,15,646,34,620,25,4634,6073
1904,73,0,24,0,19,650,25,619,26,4578,6017
1905,57,0,18,0,17,640,31,634,23,4700,6123
1906,60,0,22,0,16,651,29,642,38,4643,6103
1907,80,0,20,0,17,648,27,657,23,4703,6180
1908,73,0,20,0,17,633,31,623,42,5867,7313
1909,63,1,23,0,20,720,26,636,29,4613,6135
1910,15,0,20,0,15,656,29,636,26,4602,6004
1911,87,0,22,0,17,785,36,777,27,5659,7414
1912,67,0,19,0,16,750,26,671,37,4781,6370
1913,68,0,20,0,18,625,27,622,26,4536,5948
1914,64,0,19,0,17,644,31,626,26,4569,6000
1915,65,0,19,0,16,624,27,630,27,6176,7587
1916,69,0,21,0,16,740,34,1148,25,4985,7045
1917,81,0,23,0,28,928,33,710,42,5319,7170
1918,17,0,20,0,19,877,58,983,82,6446,8505
1919,122,0,44,0,56,1165,30,722,26,4797,7047
1920,71,0,19,0,18,638,26,644,24,4616,6060
1921,44,0,24,0,17,653,27,667,27,4629,6092
1922,60,0,26,0,16,667,27,659,27,5224,6709
1923,69,0,22,0,21,875,28,1187,30,4911,7145
1924,56,0,21,0,15,642,28,650,31,4587,6036
1925,70,0,22,0,15,680,23,629,28,4545,6018
1926,52,0,21,0,26,628,26,642,27,4630,6056
1927,78,0,19,0,29,726,25,670,24,4525,6102
1928,65,0,22,0,58,781,23,791,41,6544,8330
1929,59,0,21,0,16,650,25,736,26,4879,6417
1930,52,0,19,0,16,675,35,1023,26,6191,8041
1931,58,1,19,0,13,634,39,697,26,4628,6118
1932,65,0,20,0,14,664,27,644,24,4771,6233
1933,16,1,23,0,25,678,25,711,32,6571,8085
1934,74,0,21,0,24,903,29,859,163,8532,10610
1935,20,0,25,0,21,696,24,687,150,4889,6516
1936,71,0,20,0,15,654,24,717,29,5208,6743
1937,93,0,22,0,19,748,24,845,27,4688,6471
1938,85,0,19,0,20,994,24,766,30,5582,7524
1939,79,0,21,0,18,895,24,749,29,5571,7391
1940,68,0,22,0,14,695,24,679,30,4625,6162
1941,71,0,18,0,16,678,25,651,31,4741,6235
1942,69,0,20,0,19,682,24,649,26,4540,6034
1943,71,0,22,0,15,671,26,645,27,4645,6125
1944,75,0,20,0,14,679,27,648,224,5042,6734
1945,120,1,23,0,18,1286,30,1203,144,9600,12428
1946,34,0,31,0,37,1217,181,1404,53,6399,9363
1947,76,0,38,0,18,882,25,802,36,5710,7592
1948,80,0,22,0,13,639,27,671,28,4713,6196
1949,66,0,19,0,16,706,25,649,29,5662,7174
1950,119,0,27,0,19,985,26,1534,29,4934,7679
1951,69,0,21,0,16,799,25,737,33,5032,6745
1952,64,0,22,0,15,879,63,828,50,6712,8638
1953,82,0,26,0,41,924,81,1105,30,5949,8243
1954,33,3,36,0,19,769,30,737,31,5133,6796
1955,73,0,20,0,14,1025,30,984,145,7533,9828
1956,20,0,27,0,132,850,28,787,23,4712,6586
1957,62,0,19,0,62,789,51,769,34,6695,8515
1958,127,0,21,0,16,950,35,1004,34,6683,8873
1959,76,0,22,0,19,731,36,785,25,4773,6470
1960,79,0,23,0,15,675,33,926,34,5809,7595
1961,91,0,27,0,18,731,37,1208,28,6065,8212
1962,85,5,22,0,18,838,37,980,28,6494,8542
1963,82,0,25,0,20,753,28,742,34,5426,7113
1964,80,0,22,0,15,881,24,644,26,4837,6531
1965,58,0,21,0,16,668,28,674,40,5651,7161
1966,73,0,23,0,27,830,29,867,27,5072,6954
1967,56,0,19,0,16,667,31,651,26,4593,6064
1968,83,1,21,0,14,684,25,656,29,5011,6528
1969,73,0,22,0,15,672,28,667,22,4643,6148
1970,72,0,25,0,17,683,30,665,27,4589,6109
1971,66,0,20,0,16,675,32,664,25,4777,6285
1972,57,0,22,0,16,678,24,661,29,4653,6144
1973,36,0,22,0,14,671,27,660,30,4599,6066
1974,62,0,19,0,15,677,29,949,21,4811,6590
1975,87,0,19,0,16,642,29,657,24,4698,6179
1976,71,0,24,0,15,800,31,669,27,4613,6256
1977,70,0,18,0,16,685,31,656,19,6173,7677
1978,28,1,38,0,28,1038,123,1025,28,6230,8543
1979,80,0,20,0,14,667,29,669,23,4909,6417
1980,87,0,20,0,20,720,31,713,26,5426,7048
1981,67,0,18,0,18,664,29,644,28,5477,6950
1982,338,0,23,0,18,707,31,648,26,4599,6396
1983,71,0,19,0,17,647,29,644,22,4368,5819
1984,79,0,213,0,17,1152,187,723,31,6289,8701
1985,17,0,18,0,108,627,23,642,28,5265,6734
1986,67,0,19,0,17,860,28,730,36,5893,7659
1987,78,0,25,0,16,707,30,642,30,5953,7484
1988,82,0,21,0,13,745,29,727,44,5768,7433
1989,18,0,27,0,16,798,35,769,28,4553,6249
1990,65,0,19,0,21,624,40,781,28,4781,6364
1991,73,0,23,0,16,672,26,749,43,6409,8025
1992,102,1,34,0,18,1100,51,1584,185,6605,9692
1993,141,0,26,0,20,1028,30,906,66,5398,7619
1994,73,1,23,0,15,698,29,699,29,6259,7830
1995,94,0,30,0,18,991,30,707,35,5702,7611
1996,62,0,23,0,16,633,28,711,27,4309,5810
1997,68,0,19,0,13,667,26,627,39,4791,6254
1998,61,0,20,0,19,832,25,651,28,4388,6028
1999,57,0,19,0,15,655,28,649,39,5826,7298
2000,19,0,27,0,24,1285,40,1315,174,5639,8529
2001,116,0,34,0,19,813,107,745,58,6259,8155
2002,91,0,21,0,15,758,26,648,26,4589,6178
2003,69,1,18,0,20,665,21,648,31,4690,6168
2004,76,0,22,0,15,674,29,634,26,4416,5896
2005,67,0,19,0,16,659,27,652,34,4464,5944
2006,57,0,19,0,17,641,25,654,30,4408,5855
2007,70,0,19,0,16,666,24,634,29,4350,5811
2008,60,0,22,0,17,634,22,630,28,4632,6047
2009,69,0,20,0,25,633,24,629,29,4365,5800
2010,68,0,19,0,17,647,24,653,23,4364,5817
2011,64,0,20,0,15,624,26,632,37,6873,8296
2012,19,1,22,0,30,1194,27,1161,137,4766,7369
2013,53,0,21,0,19,653,23,632,21,4318,5742
2014,78,0,23,0,15,658,23,644,31,4724,6201
2015,99,2,36,0,16,758,27,718,24,5453,7140
2016,63,0,20,0,15,683,33,940,24,4839,6625
2017,22,0,19,0,17,926,23,699,25,4721,6456
2018,77,0,193,0,16,629,22,642,26,4269,5880
2019,79,0,18,0,17,634,25,617,30,4314,5737
2020,59,0,19,0,15,632,22,637,23,4207,5617
2021,68,0,18,0,18,634,22,618,25,4291,5699
2022,71,0,19,0,18,649,22,620,24,4236,5661
2023,65,0,18,0,16,637,24,644,23,4327,5757
2024,73,0,18,0,22,647,25,649,24,4980,6448
2025,80,0,30,0,17,791,23,656,109,4609,6319
2026,73,0,19,0,15,624,23,617,23,4250,5648
2027,63,0,17,0,14,617,22,613,23,4296,5674
2028,45,0,19,0,16,613,22,621,25,4214,5582
2029,65,0,19,0,16,637,23,615,23,4382,5785
2030,61,0,17,0,16,612,23,615,23,4239,5608
2031,64,0,20,0,18,629,21,632,21,4244,5651
2032,57,0,19,0,14,637,23,626,25,4228,5634
2033,63,0,18,0,23,642,22,617,23,4230,5640
2034,76,0,22,0,16,624,24,609,26,4245,5646
2035,65,0,18,0,17,614,22,625,25,4209,5602
2036,60,0,18,0,14,661,23,617,27,5270,6693
2037,57,0,19,0,16,632,24,661,28,4893,6334
2038,17,0,22,0,17,659,22,644,21,4245,5651
2039,65,0,18,0,15,645,24,631,23,4356,5781
2040,54,0,19,0,15,629,23,636,21,4318,5719
2041,66,0,22,0,18,656,24,622,24,4246,5684
2042,70,0,18,0,15,639,21,630,28,4894,6317
2043,63,0,18,0,15,639,29,628,24,4312,5736
2044,59,0,23,0,16,667,42,1606,99,7880,10398
2045,57,0,24,0,18,663,25,645,27,4446,5909
2046,79,0,24,0,17,661,29,669,24,4834,6342
2047,76,0,40,0,20,1063,27,954,24,4860,7070
2048,31,0,25,0,17,660,27,649,23,4471,5906
2049,66,0,20,0,15,636,27,646,40,7359,8813
2050,16,0,28,0,20,839,41,793,126,5059,6925
2051,78,0,18,0,15,656,28,695,131,4519,6145
2052,77,1,19,0,18,689,28,665,131,4420,6052
2053,80,0,21,0,17,678,28,666,73,9990,11557
2054,74,1,38,0,30,2944,76,1786,101,11460,16535
2055,92,0,40,0,38,1261,149,1360,32,10911,13926
2056,77,1,31,0,22,1186,45,1070,139,7713,10288
2057,80,2,40,0,18,867,33,881,198,9170,11295
2058,35,0,30,0,24,1287,66,868,128,6167,8617
2059,72,0,28,0,20,909,40,912,113,5263,7366
2060,24,1,27,0,18,826,31,720,26,4524,6203
2061,68,1,19,0,14,627,35,705,32,6966,8480
2062,55,0,34,0,19,871,39,1073,32,7742,9876
2063,112,0,54,0,24,1054,42,1320,190,8193,10994
2064,89,0,28,0,25,1121,44,882,37,8994,11225
2065,61,0,30,0,22,973,42,890,23,6736,8786
2066,77,0,24,0,68,1408,65,1342,35,10140,13172
2067,80,0,25,0,17,691,36,796,31,4409,6089
2068,72,1,27,0,22,855,25,882,26,5074,6989
2069,60,1,22,0,20,724,26,666,37,9187,10755
2070,220,0,51,0,20,1473,132,1026,20,4583,7530
2071,67,1,20,0,17,651,40,799,42,5728,7373
2072,61,0,27,0,19,937,30,720,39,5285,7121
2073,71,0,22,0,17,712,31,737,22,4579,6197
2074,305,0,183,0,42,1217,26,832,168,5084,7864
2075,85,0,19,0,16,704,26,657,37,4886,6434
2076,19,0,31,0,21,1139,35,1068,154,5859,8330
2077,70,0,19,0,15,635,27,667,151,8506,10097
2078,97,0,24,0,18,918,30,1017,195,5699,8001
2079,65,0,17,0,23,805,30,748,133,5293,7121
2080,54,1,19,0,15,755,27,647,189,6641,8354
2081,96,0,20,0,17,681,29,665,131,5571,7212
2082,112,0,34,0,14,806,33,905,180,4854,6944
2083,58,0,24,0,14,667,25,648,139,4975,6555
2084,53,0,19,0,23,799,28,853,143,8297,10225
2085,101,0,40,1,15,793,35,725,196,13829,15739
2086,75,0,35,0,25,991,215,969,38,9601,11953
2087,82,0,24,0,15,750,28,908,500,7565,9877
2088,104,0,28,0,24,1670,57,1310,291,9652,13145
2089,79,1,23,0,20,816,36,858,176,8637,10652
2090,81,0,27,0,15,826,30,704,121,5036,6843
2091,88,1,21,0,15,745,32,669,139,5002,6718
2092,88,0,35,0,26,1682,45,1183,143,5936,9142
2093,63,0,33,0,21,1033,34,1009,185,6950,9331
2094,78,1,50,0,20,1090,30,733,129,5085,7221
2095,66,0,19,0,19,644,39,911,137,6431,8270
2096,77,0,21,0,14,896,25,694,250,5773,7764
2097,74,0,20,0,21,785,37,804,127,7991,9862
2098,73,0,25,0,15,941,26,680,153,8940,10854
2099,74,0,22,0,16,771,27,768,153,6311,8145
2100,70,1,18,0,13,672,35,694,121,4521,6149
2101,73,0,22,0,15,693,29,672,151,4597,6258
2102,84,1,21,0,15,719,27,736,148,5194,6950
2103,82,0,23,0,17,822,28,814,166,11711,13666
2104,68,1,26,0,14,722,33,727,126,4707,6426
2105,70,0,22,0,14,818,29,660,111,4600,6330
2106,74,1,19,0,15,690,26,681,128,4499,6136
2107,82,0,22,0,14,774,25,690,157,4469,6234
2108,79,0,18,0,19,936,35,936,128,5078,7232
2109,68,0,18,0,15,708,24,685,151,4437,6108
2110,83,0,22,0,16,683,24,674,149,4408,6062
2111,64,0,17,0,13,704,26,679,115,4733,6356
2112,68,0,20,0,15,873,81,980,152,4709,6900
2113,81,0,19,0,14,654,24,657,141,5135,6728
2114,81,0,20,0,15,836,35,797,133,4610,6531
2115,69,0,18,0,15,675,25,700,108,4634,6250
2116,68,0,19,0,14,691,26,673,125,4701,6321
2117,71,0,18,0,13,685,24,661,139,4402,6016
2118,72,0,19,0,16,695,24,676,129,5449,7087
2119,71,1,25,0,23,901,29,872,132,5880,7937
2120,59,0,19,0,14,673,30,661,116,4479,6056
2121,73,0,25,0,15,691,32,669,146,6063,7716
2122,86,0,44,0,47,1200,46,1082,225,8385,11122
2123,76,0,25,0,19,1131,28,706,190,12610,14789
2124,21,0,119,0,29,2146,324,1853,37,16312,20862
2125,19,0,57,0,21,837,28,744,151,6823,8682
2126,77,1,20,0,15,795,25,841,148,6868,8794
2127,37,0,18,0,22,688,24,652,210,4747,6399
2128,64,0,21,0,46,782,35,846,166,6323,8287
2129,95,0,38,0,29,913,32,1039,152,7137,9441
2130,152,0,45,0,26,1552,32,1354,130,6516,9814
2131,70,0,20,0,17,723,29,807,141,6824,8637
2132,61,4,20,0,17,742,32,886,127,4787,6681
2133,173,0,27,0,18,852,30,862,192,5623,7786
2134,60,1,23,0,19,1085,31,1039,146,5083,7491
2135,107,0,36,0,16,703,24,665,130,4988,6673
2136,73,1,21,0,17,768,150,804,156,7379,9374
2137,90,0,43,0,20,1063,31,941,134,4957,7284
2138,40,0,21,0,13,657,24,666,191,4972,6588
2139,68,0,26,0,14,849,32,1083,153,5750,7981
2140,70,1,47,0,18,1207,32,1104,157,6093,8731
2141,88,0,26,0,19,966,35,1003,201,6394,8744
2142,117,0,22,0,21,1253,28,1452,141,6114,9153
2143,69,0,28,0,17,833,28,818,157,5727,7681
2144,94,0,43,0,17,3100,27,815,120,4929,9151
2145,91,1,26,0,38,1473,30,917,168,5725,8478
2146,117,0,24,0,20,1053,48,724,190,9183,11369
2147,23,0,28,0,15,1048,32,1709,128,5966,8953
2148,17,1,21,0,13,782,26,675,117,4695,6352
2149,15,2,20,0,13,700,30,672,123,4446,6026
2150,61,0,21,0,16,679,25,684,131,4528,6150
2151,17,0,20,0,16,764,43,813,130,5362,7171
2152,63,0,18,0,16,674,32,768,122,4521,6220
2153,65,0,20,0,16,689,27,676,117,4404,6019
2154,65,0,19,0,14,685,28,663,124,4348,5952
2155,67,0,20,0,17,683,28,683,135,4328,5964
2156,61,0,17,0,18,650,26,662,118,4352,5910
2157,56,0,19,0,19,677,29,658,55,4404,5922
2158,60,0,20,0,14,683,30,678,120,4405,6015
2159,63,0,17,0,13,655,28,666,114,4401,5962
2160,72,0,18,0,15,675,29,667,133,4351,5965
2161,65,0,19,0,14,668,29,666,123,4436,6025
2162,64,1,19,0,15,676,25,680,102,5199,6783
2163,79,1,22,0,16,724,33,687,168,4787,6519
2164,75,0,25,0,16,849,31,843,109,4864,6819
2165,72,0,18,0,14,675,26,673,110,4328,5917
2166,62,0,18,0,15,707,25,673,128,4377,6008
2167,70,0,21,0,15,690,42,670,135,5176,6826
2168,94,0,25,0,14,836,26,777,160,5439,7372
2169,84,1,26,0,15,790,27,759,127,5209,7042
2170,70,0,18,0,15,702,27,662,112,4371,5982
2171,70,0,19,0,15,691,28,668,146,4755,6396
2172,74,0,20,0,15,921,27,981,137,4920,7098
2173,72,0,21,0,17,771,31,695,115,4700,6425
2174,69,0,19,0,16,693,26,710,142,4384,6062
2175,71,1,26,0,15,715,27,698,158,4868,6582
2176,77,0,23,0,24,876,32,823,114,4851,6824
2177,24,0,24,0,13,665,26,706,119,4942,6527
2178,61,0,19,0,16,820,25,762,133,5148,6989
2179,66,0,19,0,15,688,25,699,100,4557,6170
2180,20,0,18,0,16,677,26,671,148,4570,6149
2181,72,0,21,0,20,686,25,668,119,4363,5976
2182,66,0,20,0,15,684,21,687,119,4338,5952
2183,62,0,22,0,17,681,23,689,125,4382,6005
2184,65,1,20,0,14,673,22,673,127,4330,5930
2185,62,0,20,0,15,705,34,673,124,4325,5962
2186,61,0,17,0,15,677,26,666,130,4427,6022
2187,70,0,22,0,15,675,30,670,123,4771,6379
2188,16,0,22,0,19,741,27,725,135,5478,7167
2189,68,0,21,0,14,721,26,685,139,4653,6332
2190,64,0,18,0,16,677,35,679,102,4388,5986
